en_text,vi_text,type
"Christine Lagarde, President of the ECB, delivered a keynote address from the organization's headquarters in Frankfurt.","Christine Lagarde, Chủ tịch ECB, đã có bài phát biểu quan trọng từ trụ sở chính của tổ chức này tại Frankfurt.",hallu_names
"During Computex Taipei, NVIDIA launched their new flagship graphics card, the GeForce RTX 4090.","Trong khuôn khổ Computex Taipei, NVIDIA đã ra mắt card đồ họa hàng đầu mới của họ, GeForce RTX 4090.",hallu_names
Dr. Jane Foster confirmed that the new seed samples arrived safely at the Svalbard Global Seed Vault in Norway.,Tiến sĩ Jane Foster xác nhận rằng các mẫu hạt giống mới đã đến Svalbard Global Seed Vault ở Na Uy an toàn.,hallu_names
Ambassador Alistair Finch cited UN Security Council Resolution 242 during the diplomatic talks concerning the situation in the Gaza Strip.,Đại sứ Alistair Finch đã trích dẫn Nghị quyết 242 của Hội đồng Bảo an Liên Hợp Quốc trong các cuộc đàm phán ngoại giao liên quan đến tình hình Dải Gaza.,hallu_names
"Samsung CEO Lee Jae-yong announced a major investment plan at the company's research center in Suwon, South Korea.","CEO Samsung Lee Jae-yong đã công bố kế hoạch đầu tư lớn tại trung tâm nghiên cứu của công ty ở Suwon, Hàn Quốc.",hallu_names
Pfizer executives held emergency meetings in Brussels regarding the global distribution logistics of the Comirnaty vaccine.,Các giám đốc điều hành của Pfizer đã tổ chức các cuộc họp khẩn cấp tại Brussels liên quan đến hậu cần phân phối toàn cầu vắc xin Comirnaty.,hallu_names
The aircraft carrier USS Gerald R. Ford (CVN-78) is currently conducting joint exercises with NATO forces in the Aegean Sea.,Tàu sân bay USS Gerald R. Ford (CVN-78) hiện đang tiến hành các cuộc tập trận chung với lực lượng NATO ở Biển Aegean.,hallu_names
The CDC headquarters in Atlanta issued a warning about a potential global resurgence of the H1N1 influenza strain.,Trụ sở CDC tại Atlanta đã đưa ra cảnh báo về sự tái phát toàn cầu tiềm ẩn của chủng cúm H1N1.,hallu_names
"Scientist Georgy Petrov confirmed the successful launch of the new GLONASS satellite from a facility near Novosibirsk, Russia.","Nhà khoa học Georgy Petrov xác nhận vụ phóng thành công vệ tinh GLONASS mới từ một cơ sở gần Novosibirsk, Nga.",hallu_names
Concerns over tourism overload at Machu Picchu were raised before the UNESCO World Heritage Committee meeting in Paris.,Những lo ngại về việc quá tải du lịch tại Machu Picchu đã được nêu ra trước cuộc họp của Ủy ban Di sản Thế giới UNESCO ở Paris.,hallu_names
Sheikh Mohammed Al Maktoum met with representatives from the IMF during a financial summit held in Dubai last week.,Sheikh Mohammed Al Maktoum đã gặp gỡ các đại diện từ IMF trong hội nghị thượng đỉnh tài chính được tổ chức tại Dubai vào tuần trước.,hallu_names
Researchers digitized the final volume of Jane Austen’s correspondence as part of Project Gutenberg's historical collection.,Các nhà nghiên cứu đã số hóa tập cuối cùng trong thư tín của Jane Austen như một phần của bộ sưu tập lịch sử của Dự án Gutenberg.,hallu_names
Siemens CEO Roland Busch spoke about renewable energy targets at the annual shareholder meeting held in Munich.,CEO Siemens Roland Busch đã nói về các mục tiêu năng lượng tái tạo tại cuộc họp cổ đông thường niên được tổ chức ở Munich.,hallu_names
Veterans recalled the intense air support provided by the B-52 Stratofortress bombers during Operation Desert Storm in Kuwait.,Các cựu chiến binh hồi tưởng lại sự hỗ trợ không quân mạnh mẽ của máy bay ném bom B-52 Stratofortress trong Chiến dịch Bão táp Sa mạc (Operation Desert Storm) ở Kuwait.,hallu_names
"The UN Security Council, meeting in New York, debated the ratification timeline for the Comprehensive Nuclear-Test-Ban Treaty (CTBT).","Hội đồng Bảo an Liên Hợp Quốc, họp tại New York, đã tranh luận về khung thời gian phê chuẩn Hiệp ước Cấm thử hạt nhân toàn diện (CTBT).",hallu_names
Dr. Elena Petrova reported that the SpaceX Dragon capsule successfully docked with the International Space Station (ISS).,Tiến sĩ Elena Petrova báo cáo rằng tàu con thoi Dragon của SpaceX đã kết nối thành công với Trạm Vũ trụ Quốc tế (ISS).,hallu_names
The International Monetary Fund (IMF) and Argentina are negotiating the terms of a new debt restructuring agreement with the Paris Club.,Quỹ Tiền tệ Quốc tế (IMF) và Argentina đang đàm phán các điều khoản của thỏa thuận tái cơ cấu nợ mới với Câu lạc bộ Paris.,hallu_names
"Following the rise of the Omicron variant, Pfizer and Moderna announced accelerated production of booster shots addressing COVID-19.","Sau sự gia tăng của biến thể Omicron, Pfizer và Moderna đã thông báo tăng tốc sản xuất các mũi tiêm tăng cường nhằm đối phó với COVID-19.",hallu_names
Lockheed Martin delivered two additional F-35 Lightning II fighters to the Kadena Air Base in Okinawa last Tuesday.,Lockheed Martin đã bàn giao thêm hai máy bay chiến đấu F-35 Lightning II cho Căn cứ Không quân Kadena ở Okinawa vào thứ Ba tuần trước.,hallu_names
"Professor Evelyn Reed discovered new ceramic fragments near the ancient site of Mohenjo-daro, shedding light on the Indus Valley Civilization.","Giáo sư Evelyn Reed đã phát hiện ra các mảnh gốm mới gần địa điểm cổ Mohenjo-daro, làm sáng tỏ về Nền văn minh Thung lũng Indus.",hallu_names
Ambassador Kenji Tanaka is scheduled to brief the UN Security Council regarding his recent diplomatic mission to Pyongyang.,Đại sứ Kenji Tanaka dự kiến sẽ báo cáo với Hội đồng Bảo an Liên Hợp Quốc về sứ mệnh ngoại giao gần đây của ông tới Bình Nhưỡng.,hallu_names
"Gazprom confirmed that maintenance on the Nord Stream 2 pipeline, running through the Baltic Sea, will be completed by the European Union deadline.","Gazprom xác nhận rằng việc bảo trì đường ống Nord Stream 2, chạy qua Biển Baltic, sẽ được hoàn thành trước thời hạn của Liên minh châu Âu.",hallu_names
"Dr. Marcus Klein analyzed soil samples brought back by the Apollo 11 mission from Tranquility Base, confirming NASA's initial findings.","Tiến sĩ Marcus Klein đã phân tích các mẫu đất được mang về bởi sứ mệnh Apollo 11 từ Căn cứ Tranquility, xác nhận những phát hiện ban đầu của NASA.",hallu_names
"Experts reported increased seismic activity near Mount Vesuvius, prompting local authorities in Naples, within the Campania region, to issue warnings.","Các chuyên gia đã báo cáo hoạt động địa chấn gia tăng gần Núi Vesuvius, khiến chính quyền địa phương ở Naples, thuộc khu vực Campania, phải đưa ra cảnh báo.",hallu_names
"Siemens AG officially launched ""Project Bluebird,"" a new initiative designed to meet the rigorous requirements of the ISO 9001 quality standard.","Siemens AG đã chính thức khởi động ""Dự án Bluebird"", một sáng kiến mới được thiết kế để đáp ứng các yêu cầu nghiêm ngặt của tiêu chuẩn chất lượng ISO 9001.",hallu_names
"Nobel Laureate Orhan Pamuk spoke about the cultural history of Istanbul, focusing specifically on the architectural changes surrounding Hagia Sophia.","Người đoạt giải Nobel Orhan Pamuk đã nói về lịch sử văn hóa của Istanbul, tập trung cụ thể vào những thay đổi kiến trúc xung quanh Hagia Sophia.",hallu_names
"A new Maersk Line Triple-E Class vessel successfully navigated the Suez Canal earlier this morning, setting a new tonnage record.","Một tàu thuộc Hạng Triple-E mới của Maersk Line đã đi qua Kênh đào Suez thành công vào sáng sớm nay, lập kỷ lục mới về trọng tải.",hallu_names
UNESCO warned that the Great Barrier Reef off the coast of Queensland might be placed on the World Heritage Endangered List next year.,UNESCO cảnh báo rằng Rạn san hô Great Barrier ngoài khơi bờ biển Queensland có thể bị đưa vào Danh sách Di sản Thế giới đang gặp nguy hiểm vào năm tới.,hallu_names
"Following the SolarWinds breach, the White House directed CISA to issue new guidelines addressing the critical Zero-Day Vulnerability.","Sau vụ vi phạm SolarWinds, Nhà Trắng đã chỉ đạo CISA ban hành các hướng dẫn mới nhằm giải quyết Lỗ hổng Zero-Day nghiêm trọng.",hallu_names
"Expedition leader Dr. Silas Thorne returned from Timbuktu, having successfully recovered several ancient manuscripts from the Sahara Desert.","Trưởng đoàn thám hiểm, Tiến sĩ Silas Thorne, đã trở về từ Timbuktu, sau khi thu hồi thành công một số bản thảo cổ từ Sa mạc Sahara.",hallu_names
Boeing stated that it is cooperating fully with the FAA and Ethiopian Airlines regarding the updated safety protocols for the 737 MAX model.,Boeing tuyên bố họ đang hợp tác toàn diện với FAA và Ethiopian Airlines liên quan đến các quy trình an toàn được cập nhật cho mẫu 737 MAX.,hallu_names
"Chancellor Olaf Scholz postponed his trip to Novosibirsk, Siberia, in order to attend an emergency G7 summit in Brussels.","Thủ tướng Olaf Scholz đã hoãn chuyến đi tới Novosibirsk, Siberia, để tham dự hội nghị thượng đỉnh G7 khẩn cấp tại Brussels.",hallu_names
Disney+ and CEO Bob Chapek settled the contract dispute involving Scarlett Johansson regarding her role in the Marvel Cinematic Universe (MCU).,Disney+ và CEO Bob Chapek đã giải quyết tranh chấp hợp đồng liên quan đến Scarlett Johansson về vai trò của cô trong Vũ trụ Điện ảnh Marvel (MCU).,hallu_names
"Historians debated the effectiveness of preliminary planning for Operation Overlord, led by General Eisenhower during D-Day in Normandy.","Các nhà sử học đã tranh luận về hiệu quả của việc lập kế hoạch sơ bộ cho Chiến dịch Overlord, do Tướng Eisenhower lãnh đạo trong Ngày D tại Normandy.",hallu_names
Production of the Tesla Cybertruck at Gigafactory Berlin is expected to surpass the output of the standard Model Y by the third quarter.,Sản lượng của Tesla Cybertruck tại Gigafactory Berlin dự kiến sẽ vượt qua sản lượng của mẫu Model Y tiêu chuẩn vào quý ba.,hallu_names
"CEO Jeff Bezos announced that Amazon will build its new logistics center in Luleå, Sweden, starting next quarter.","CEO Jeff Bezos thông báo Amazon sẽ xây dựng trung tâm logistics mới tại Luleå, Thụy Điển, bắt đầu từ quý tới.",hallu_names
The WHO confirmed that the Lambda variant of SARS-CoV-2 is highly prevalent across several regions of South America.,WHO xác nhận biến thể Lambda của SARS-CoV-2 đang phổ biến rộng rãi khắp một số khu vực của Nam Mỹ.,hallu_names
"NASA's Artemis III mission, succeeding Apollo 11, aims to land humans near the Shackleton Crater on the Moon.","Sứ mệnh Artemis III của NASA, kế nhiệm Apollo 11, nhằm mục tiêu đưa con người hạ cánh gần Miệng núi lửa Shackleton trên Mặt Trăng.",hallu_names
Elon Musk confirmed that the first units of the Tesla Cybertruck Model Alpha will be assembled at the Giga Berlin factory.,Elon Musk xác nhận những đơn vị đầu tiên của Tesla Cybertruck Model Alpha sẽ được lắp ráp tại nhà máy Giga Berlin.,hallu_names
NATO representatives met in Vilnius to discuss the implications of the New START Treaty on security in Eastern Europe.,Các đại diện NATO đã họp tại Vilnius để thảo luận về những ảnh hưởng của Hiệp ước New START đối với an ninh ở Đông Âu.,hallu_names
"Dr. Egon Spengler, a theoretical physicist from Caltech, presented his research on quantum entanglement in Novosibirsk.","Tiến sĩ Egon Spengler, nhà vật lý lý thuyết từ Caltech, đã trình bày nghiên cứu của mình về vướng víu lượng tử tại Novosibirsk.",hallu_names
"During the Cuban Missile Crisis, President John F. Kennedy maintained strict communication with Chairman Nikita Khrushchev.","Trong Khủng hoảng Tên lửa Cuba, Tổng thống John F. Kennedy đã duy trì liên lạc nghiêm ngặt với Chủ tịch Nikita Khrushchev.",hallu_names
"Goldman Sachs announced a major investment in blockchain technology, focusing on the development of the digital currency Diem.","Goldman Sachs đã công bố một khoản đầu tư lớn vào công nghệ blockchain, tập trung vào việc phát triển tiền tệ kỹ thuật số Diem.",hallu_names
"Director Denis Villeneuve premiered his latest epic, 'Dune: Part Two,' at the Venice Film Festival in Italy.","Đạo diễn Denis Villeneuve đã công chiếu bộ sử thi mới nhất của mình, 'Dune: Part Two,' tại Liên hoan phim Venice ở Ý.",hallu_names
"Pfizer and BioNTech submitted clinical data for their Omicron-specific booster shot, BNT162b5, to the EMA for authorization.","Pfizer và BioNTech đã gửi dữ liệu lâm sàng cho mũi tiêm tăng cường chuyên biệt cho Omicron, BNT162b5, tới EMA để xin cấp phép.",hallu_names
"Satya Nadella, CEO of Microsoft, signed a major partnership deal with OpenAI during a technology summit in Geneva.","Satya Nadella, CEO của Microsoft, đã ký một thỏa thuận đối tác lớn với OpenAI trong một hội nghị thượng đỉnh công nghệ tại Geneva.",hallu_names
"Geologists at the USGS analyzed seismic data collected near the remote Popocatépetl volcano, southwest of Puebla, Mexico.","Các nhà địa chất tại USGS đã phân tích dữ liệu địa chấn được thu thập gần núi lửa Popocatépetl hẻo lánh, phía tây nam Puebla, Mexico.",hallu_names
Airbus is currently testing the A321XLR model in Hamburg before its final delivery to United Airlines.,Airbus hiện đang thử nghiệm mẫu A321XLR tại Hamburg trước khi giao hàng cuối cùng cho United Airlines.,hallu_names
Prime Minister Rishi Sunak addressed the G7 summit regarding the ongoing crisis in the Zaporizhzhia region.,Thủ tướng Rishi Sunak đã phát biểu tại hội nghị thượng đỉnh G7 về cuộc khủng hoảng đang diễn ra ở khu vực Zaporizhzhia.,hallu_names
"Archaeologist Indiana Jones supervised the recovery of the Ark of the Covenant from the deserts near Tanis, Egypt.","Nhà khảo cổ học Indiana Jones đã giám sát việc trục vớt Hòm Giao Ước từ các sa mạc gần Tanis, Ai Cập.",hallu_names
Sinopharm delivered millions of doses of its vaccine against COVID-19 to nations in Southeast Asia through bilateral agreements.,Sinopharm đã chuyển giao hàng triệu liều vắc-xin ngừa COVID-19 cho các quốc gia ở Đông Nam Á thông qua các thỏa thuận song phương.,hallu_names
Philosopher Slavoj Žižek gave a controversial lecture on Hegelian theory at the University of Vienna's main campus.,Triết gia Slavoj Žižek đã có một bài giảng gây tranh cãi về lý thuyết Hegelian tại khuôn viên chính của Đại học Vienna.,hallu_names
The USS Nimitz (CVN-68) carrier strike group recently conducted joint exercises with the Royal Australian Navy near the Coral Sea.,Nhóm tác chiến tàu sân bay USS Nimitz (CVN-68) gần đây đã tiến hành các cuộc tập trận chung với Hải quân Hoàng gia Úc gần Biển San hô.,hallu_names
"The World Bank approved emergency funding for infrastructure projects in Port-au-Prince, Haiti, following the recent earthquake.","Ngân hàng Thế giới đã phê duyệt khoản tài trợ khẩn cấp cho các dự án cơ sở hạ tầng ở Port-au-Prince, Haiti, sau trận động đất gần đây.",hallu_names
"Environmental activist Greta Thunberg spoke at the COP28 summit in Dubai, urging action against climate change.","Nhà hoạt động môi trường Greta Thunberg đã phát biểu tại hội nghị thượng đỉnh COP28 ở Dubai, kêu gọi hành động chống biến đổi khí hậu.",hallu_names
"Elon Musk announced that the Starship prototype launch from Boca Chica was successful, aiming for Artemis I standards.","Elon Musk thông báo rằng việc phóng mẫu thử nghiệm Starship từ Boca Chica đã thành công, hướng tới các tiêu chuẩn của sứ mệnh Artemis I.",hallu_names
The European Union approved the new COVID-19 booster developed by Pfizer and BioNTech for emergency use.,Liên minh châu Âu đã phê duyệt liều tăng cường COVID-19 mới được phát triển bởi Pfizer và BioNTech để sử dụng khẩn cấp.,hallu_names
"Lockheed Martin delivered two F-35 Lightning II jets to the airbase in Bydgoszcz, Poland, near the Baltic Sea.","Lockheed Martin đã bàn giao hai chiếc máy bay chiến đấu F-35 Lightning II cho căn cứ không quân ở Bydgoszcz, Ba Lan, gần Biển Baltic.",hallu_names
"Although the identity of Satoshi Nakamoto remains unknown, El Salvador officially adopted Bitcoin despite warnings from the IMF.","Mặc dù danh tính của Satoshi Nakamoto vẫn còn là một ẩn số, El Salvador đã chính thức chấp nhận Bitcoin bất chấp những cảnh báo từ IMF.",hallu_names
The IAEA delegation visited the decommissioned reactors at Chernobyl and the active plant in Zaporizhzhia.,Phái đoàn IAEA đã đến thăm các lò phản ứng đã ngừng hoạt động tại Chernobyl và nhà máy đang hoạt động ở Zaporizhzhia.,hallu_names
"The ancient city of Petra in Jordan, recognized as a UNESCO World Heritage Site, saw record tourist numbers last quarter.","Thành phố cổ Petra ở Jordan, được công nhận là Di sản Thế giới UNESCO, đã ghi nhận lượng khách du lịch kỷ lục trong quý trước.",hallu_names
Ursula von der Leyen spoke at the NATO headquarters in Brussels regarding new security agreements.,Ursula von der Leyen đã phát biểu tại trụ sở NATO ở Brussels về các thỏa thuận an ninh mới.,hallu_names
A modified Tesla Model S Plaid set a new unofficial record lap time at the Nürburgring circuit in Germany.,Một chiếc Tesla Model S Plaid đã được sửa đổi đã lập kỷ lục vòng đua không chính thức mới tại đường đua Nürburgring ở Đức.,hallu_names
"The 55th anniversary of the Apollo 11 mission, when Neil Armstrong landed on the Sea of Tranquility, was commemorated.","Kỷ niệm 55 năm sứ mệnh Apollo 11, khi Neil Armstrong đổ bộ lên Biển Yên Tĩnh (Sea of Tranquility), đã được tổ chức.",hallu_names
Tensions increased in the Balochistan region of Pakistan surrounding the Chinese-funded infrastructure at Gwadar Port.,Căng thẳng gia tăng tại khu vực Balochistan của Pakistan xung quanh cơ sở hạ tầng được Trung Quốc tài trợ tại Cảng Gwadar.,hallu_names
Samsung confirmed that the manufacturing of the new Galaxy Z Fold 5 will be partially moved to their plant in Shenzhen.,Samsung xác nhận rằng việc sản xuất Galaxy Z Fold 5 mới sẽ được chuyển một phần đến nhà máy của họ ở Thâm Quyến (Shenzhen).,hallu_names
Shipping giant Maersk adjusted its schedules following the temporary blockage of the Suez Canal by the vessel Ever Given.,Gã khổng lồ vận tải biển Maersk đã điều chỉnh lịch trình của mình sau sự cố tắc nghẽn tạm thời Kênh đào Suez bởi tàu Ever Given.,hallu_names
Dr. Anya Sharma presented preliminary data on a novel HIV vaccine co-developed by Moderna and GlaxoSmithKline.,Tiến sĩ Anya Sharma đã trình bày dữ liệu sơ bộ về một loại vắc-xin HIV mới được đồng phát triển bởi Moderna và GlaxoSmithKline.,hallu_names
The FAA ordered immediate inspections of the Boeing 737 MAX fleet operated by carriers like Alaska Airlines and Southwest.,FAA đã ra lệnh kiểm tra ngay lập tức đối với đội bay Boeing 737 MAX do các hãng hàng không như Alaska Airlines và Southwest khai thác.,hallu_names
"Shigeru Miyamoto, based in Kyoto, announced a delay in the next installment of the Legend of Zelda series for Nintendo Switch.","Shigeru Miyamoto, người có trụ sở tại Kyoto, đã thông báo trì hoãn phần tiếp theo của loạt Legend of Zelda dành cho máy Nintendo Switch.",hallu_names
"Restoration efforts are underway in Timbuktu, Mali, to preserve ancient texts, including Manuscript 314.","Các nỗ lực phục hồi đang được tiến hành ở Timbuktu, Mali, nhằm bảo tồn các văn bản cổ, bao gồm Bản thảo 314.",hallu_names
Gazprom reported lower output from its Siberian fields following maintenance issues with the Nord Stream 2 pipeline.,Gazprom báo cáo sản lượng thấp hơn từ các mỏ ở Siberia của họ sau các vấn đề bảo trì với đường ống Nord Stream 2.,hallu_names
"Former Prime Minister Jacinda Ardern attended a high-level forum in Helsinki, Finland, discussing global security outside of NATO.","Cựu Thủ tướng Jacinda Ardern đã tham dự một diễn đàn cấp cao ở Helsinki, Phần Lan, để thảo luận về an ninh toàn cầu bên ngoài NATO.",hallu_names
"Water levels in Lake Titicaca, situated high in the Andes Mountains between Bolivia and Peru, have reached historic lows.","Mực nước ở Hồ Titicaca, nằm trên dãy Andes giữa Bolivia và Peru, đã đạt mức thấp kỷ lục trong lịch sử.",hallu_names
Data collected by the James Webb Space Telescope (JWST) and processed by ESA confirmed new star formation in the Trapezium Cluster.,Dữ liệu thu thập bởi Kính viễn vọng Không gian James Webb (JWST) và được xử lý bởi ESA đã xác nhận sự hình thành sao mới trong Cụm Trapezium.,hallu_names
"Dr. Anthony Fauci emphasized the urgency of combating the COVID-19 Delta variant, citing data released by the CDC.","Tiến sĩ Anthony Fauci nhấn mạnh sự cấp bách của việc chống lại biến thể Delta của COVID-19, dẫn các dữ liệu được công bố bởi CDC.",hallu_names
"Elon Musk announced that SpaceX successfully tested the Starship prototype SN15 launch sequence at Boca Chica, Texas.","Elon Musk thông báo rằng SpaceX đã thử nghiệm thành công trình tự phóng mẫu thử Starship SN15 tại Boca Chica, Texas.",hallu_names
"Analysts at JPMorgan Chase predict a substantial increase in Asian markets, despite volatility in the FTSE 100 index in London.","Các nhà phân tích tại JPMorgan Chase dự đoán sự gia tăng đáng kể tại các thị trường châu Á, bất chấp sự biến động của chỉ số FTSE 100 ở London.",hallu_names
President Emmanuel Macron met with Chancellor Olaf Scholz in Berlin yesterday to discuss structural reforms within the EU.,Tổng thống Emmanuel Macron đã gặp Thủ tướng Olaf Scholz tại Berlin hôm qua để thảo luận về các cải cách cơ cấu trong EU.,hallu_names
"The Peruvian government, with support from UNESCO, is limiting visitor numbers to Machu Picchu, a site famously rediscovered by Hiram Bingham.","Chính phủ Peru, với sự hỗ trợ từ UNESCO, đang giới hạn số lượng du khách đến Machu Picchu, một địa điểm nổi tiếng được Hiram Bingham tái khám phá.",hallu_names
"Gazprom's CEO, Alexey Miller, announced major infrastructure expansions targeting the industrial region near Novosibirsk.","CEO của Gazprom, Alexey Miller, đã công bố các kế hoạch mở rộng cơ sở hạ tầng lớn nhắm vào khu vực công nghiệp gần Novosibirsk.",hallu_names
Toyota's new hybrid vehicle is expected to compete directly with the Tesla Model Y in key segments of the European market.,Phương tiện lai mới của Toyota dự kiến sẽ cạnh tranh trực tiếp với Tesla Model Y trong các phân khúc quan trọng của thị trường châu Âu.,hallu_names
The FCC issued a statement regarding national security concerns linked to Huawei's involvement in 5G network development.,FCC đã đưa ra một tuyên bố liên quan đến các mối lo ngại về an ninh quốc gia gắn liền với sự tham gia của Huawei trong phát triển mạng 5G.,hallu_names
Lockheed Martin announced delays in the delivery schedule for the F-35 Lightning II fighters requested by the Pentagon.,Lockheed Martin đã công bố sự chậm trễ trong lịch trình giao hàng các máy bay chiến đấu F-35 Lightning II mà Lầu Năm Góc (Pentagon) yêu cầu.,hallu_names
Experts from the IAEA are conducting long-term monitoring around Reactor 4 at the Chernobyl Exclusion Zone.,Các chuyên gia từ IAEA đang tiến hành giám sát dài hạn xung quanh Lò phản ứng số 4 tại Khu vực cấm Chernobyl.,hallu_names
Special Envoy Angelina Jolie traveled to Mogadishu to oversee UNICEF's humanitarian projects across Somalia.,Đặc phái viên Angelina Jolie đã tới Mogadishu để giám sát các dự án nhân đạo của UNICEF trên khắp Somalia.,hallu_names
The Folger Shakespeare Library in Washington D.C. confirmed the authenticity of a newly discovered fragment of the First Folio.,Thư viện Folger Shakespeare tại Washington D.C. đã xác nhận tính xác thực của một mảnh vỡ mới được phát hiện của ấn phẩm First Folio.,hallu_names
Dr. Brian Schmidt published a new paper based on observations from the Hubble Space Telescope concerning the exoplanet Kepler-186f.,Tiến sĩ Brian Schmidt đã công bố một bài báo mới dựa trên quan sát từ Kính viễn vọng Không gian Hubble về ngoại hành tinh Kepler-186f.,hallu_names
BlackRock managers based in Zurich are closely watching the performance of the German DAX index this quarter.,Các nhà quản lý của BlackRock đặt tại Zurich đang theo dõi sát sao hiệu suất của chỉ số DAX của Đức trong quý này.,hallu_names
"Following the OPEC+ meeting, Saudi Aramco revised its production targets for the oil fields near Riyadh.","Sau cuộc họp OPEC+, Saudi Aramco đã điều chỉnh mục tiêu sản xuất của mình đối với các mỏ dầu gần Riyadh.",hallu_names
"The 55th anniversary of the Apollo 11 mission, which saw Neil Armstrong land at Tranquility Base, will be celebrated next month.","Lễ kỷ niệm 55 năm sứ mệnh Apollo 11, chứng kiến Neil Armstrong hạ cánh xuống Tranquility Base, sẽ được tổ chức vào tháng tới.",hallu_names
LeBron James led the Los Angeles Lakers to victory in Game 6 of the NBA Finals against the Boston Celtics.,LeBron James đã dẫn dắt đội Los Angeles Lakers giành chiến thắng trong Trận 6 của vòng Chung kết NBA trước đội Boston Celtics.,hallu_names
"Secretary of State Antony Blinken addressed the ASEAN summit in Jakarta, emphasizing cooperation on security matters.","Ngoại trưởng Antony Blinken đã phát biểu tại hội nghị thượng đỉnh ASEAN ở Jakarta, nhấn mạnh sự hợp tác về các vấn đề an ninh.",hallu_names
Qatar Airways took delivery of three new Boeing 787 Dreamliner aircraft at its main hub in Doha.,Qatar Airways đã nhận ba máy bay Boeing 787 Dreamliner mới tại trung tâm chính của hãng ở Doha.,hallu_names
Scientists at CERN are planning an upgrade to the Large Hadron Collider to further study properties related to the Higgs Boson.,Các nhà khoa học tại CERN đang lên kế hoạch nâng cấp Máy Gia tốc Hạt lớn (Large Hadron Collider) để nghiên cứu sâu hơn các thuộc tính liên quan đến hạt Higgs Boson.,hallu_names
"SpaceX CEO Elon Musk confirmed that the Starship SN15 prototype successfully landed in Boca Chica, Texas.","CEO SpaceX Elon Musk xác nhận rằng nguyên mẫu Starship SN15 đã hạ cánh thành công tại Boca Chica, Texas.",hallu_names
Chancellor Angela Merkel met with EU officials in Brussels to discuss sanctions related to the Nord Stream 2 pipeline project.,Thủ tướng Angela Merkel đã gặp các quan chức EU tại Brussels để thảo luận về các lệnh trừng phạt liên quan đến dự án đường ống Nord Stream 2.,hallu_names
"Christine Lagarde, managing director of the IMF, gave a keynote speech in Beijing focusing on volatility in the FTSE 100 index.","Christine Lagarde, giám đốc điều hành của IMF, đã có bài phát biểu quan trọng tại Bắc Kinh tập trung vào sự biến động của chỉ số FTSE 100.",hallu_names
"Dr. Anthony Fauci stated that data from Pfizer studies suggests efficacy against the COVID-19 Delta variant, according to the WHO report.","Tiến sĩ Anthony Fauci tuyên bố rằng dữ liệu từ các nghiên cứu của Pfizer cho thấy hiệu quả chống lại biến thể Delta của COVID-19, theo báo cáo của WHO.",hallu_names
The sophisticated F-35 Lightning II fighter jets were deployed by NATO forces near the strategic Khyber Pass region.,Các máy bay chiến đấu F-35 Lightning II tinh vi đã được lực lượng NATO triển khai gần khu vực chiến lược Khyber Pass.,hallu_names
"UNESCO designated the Inca citadel of Machu Picchu, rediscovered by Hiram Bingham, as a critical world heritage site.","UNESCO đã công nhận thành cổ Inca Machu Picchu, được Hiram Bingham tái phát hiện, là một di sản thế giới quan trọng.",hallu_names
Cybersecurity firm Kaspersky assisted Interpol in tracking down a botnet exploiting vulnerabilities in the older Model X-200 hardware.,Công ty an ninh mạng Kaspersky đã hỗ trợ Interpol trong việc truy tìm một mạng botnet khai thác lỗ hổng trên phần cứng Model X-200 cũ hơn.,hallu_names
"Following the blockage of the Suez Canal, Maersk executives initiated talks with the WTO regarding global supply chain disruptions.","Sau vụ tắc nghẽn Kênh đào Suez, các giám đốc điều hành của Maersk đã bắt đầu đàm phán với WTO về sự gián đoạn chuỗi cung ứng toàn cầu.",hallu_names
"Gazprom announced a major gas discovery near Novosibirsk, a project overseen by CEO Alexey Miller.","Gazprom đã công bố phát hiện khí đốt lớn gần Novosibirsk, một dự án được giám sát bởi CEO Alexey Miller.",hallu_names
NASA confirmed that Project Artemis aims to surpass the achievements of Apollo 11 by establishing a sustainable base near the Moon's South Pole.,NASA xác nhận rằng Dự án Artemis nhằm mục đích vượt qua thành tựu của Apollo 11 bằng cách thiết lập một căn cứ bền vững gần Cực Nam của Mặt Trăng.,hallu_names
"The successful transition to Ethereum 2.0 marked a significant step forward, though the identity of Bitcoin creator Satoshi Nakamoto remains unknown.","Việc chuyển đổi thành công sang Ethereum 2.0 đánh dấu một bước tiến quan trọng, mặc dù danh tính của người tạo ra Bitcoin là Satoshi Nakamoto vẫn chưa được biết.",hallu_names
"Billionaire Bernard Arnault, head of LVMH, finalized the acquisition of a luxury retail space on Fifth Avenue in New York.","Tỷ phú Bernard Arnault, người đứng đầu LVMH, đã hoàn tất việc mua lại một không gian bán lẻ xa xỉ trên Đại lộ Fifth Avenue ở New York.",hallu_names
Investigators concluded that faulty software contributed to the crash of the Boeing 737 MAX operated by Lion Air near Jakarta.,Các nhà điều tra kết luận rằng phần mềm bị lỗi đã góp phần gây ra vụ tai nạn của chiếc Boeing 737 MAX do Lion Air vận hành gần Jakarta.,hallu_names
"Tesla defended its Autopilot system following an incident on Highway 101, contrasting its approach with that of rival Waymo.","Tesla đã bảo vệ hệ thống Autopilot của mình sau một sự cố trên Xa lộ 101, đối chiếu cách tiếp cận của họ với đối thủ Waymo.",hallu_names
